order_item_id,order_id,product_id,quantity,unit_price
2748,2549,81,5,114.27
2749,1161,44,1,335.77
2750,4963,106,3,41.07
2751,4244,69,5,341.03
2752,4407,25,3,428.35
2753,234,198,3,195.92
2754,2129,97,2,115.01
2755,3809,10,5,221.75
2756,488,133,3,362.81
2757,3210,37,2,123.17
2758,1165,103,1,431.41
2759,169,85,5,79.08
2760,2693,110,2,405.82
2761,2984,168,2,427.4
2762,563,41,4,290.16
2763,2090,63,5,287.93
2764,3401,196,2,107.38
2765,2946,185,4,125.89
2766,2764,174,1,280.57
2767,2002,145,3,160.66
2768,1063,5,4,42.34
2769,4834,80,5,466.02
2770,4139,84,4,462.13
2771,4515,109,1,16.1
2772,4140,118,2,390.04
2773,177,1,4,44.57
2774,766,126,3,209.42
2775,3496,4,1,346.18
2776,3030,104,2,333.76
2777,3798,128,1,172.62
2778,1279,132,3,424.0
2779,1129,178,4,332.81
2780,3458,53,3,339.48
2781,648,131,5,179.59
2782,772,49,4,309.14
2783,4095,76,4,446.33
2784,573,146,2,433.22
2785,55,200,3,355.48
2786,2066,103,4,49.01
2787,183,119,1,452.06
2788,45,162,3,207.08
2789,1195,102,5,459.3
2790,4091,66,3,432.32
2791,3867,109,1,174.77
2792,4977,160,4,128.47
2793,1324,36,5,164.45
2794,102,20,4,282.31
2795,1240,191,1,341.37
2796,3153,147,2,237.99
2797,3968,91,5,346.67
2798,1279,194,2,327.52
2799,2803,132,5,158.18
2800,1687,131,4,61.08
2801,1380,100,4,370.86
2802,2592,155,4,54.53
2803,543,14,5,354.82
2804,2790,26,1,376.57
2805,2553,132,1,234.99
2806,3158,165,1,302.07
2807,2610,100,3,138.18
2808,212,20,5,192.74
2809,665,26,4,228.48
2810,4367,45,3,479.68
2811,1862,156,1,414.77
2812,2966,60,2,231.11
2813,315,4,3,43.31
2814,4396,120,4,470.04
2815,1077,188,4,23.58
2816,152,8,1,330.2
2817,417,43,3,161.79
2818,3694,79,2,350.2
2819,1100,70,3,131.22
2820,3679,67,4,415.0
2821,1337,11,3,497.34
2822,3618,167,5,401.62
2823,3524,50,3,321.67
2824,2657,4,2,18.49
2825,120,98,2,162.75
2826,3836,52,1,64.82
2827,1949,55,5,279.75
2828,730,132,5,474.76
2829,4702,58,5,144.63
2830,976,172,5,443.48
2831,2021,185,1,442.58
2832,3484,59,4,270.51
2833,318,42,5,345.8
2834,4750,117,3,466.8
2835,4460,41,4,330.07
2836,2966,152,3,463.76
2837,1309,63,2,332.99
2838,4593,29,5,133.78
2839,4871,119,3,307.98
2840,2351,127,1,131.47
2841,3033,57,1,376.05
2842,2924,100,5,233.62
2843,4784,86,4,194.0
2844,4450,51,2,367.22
2845,978,117,5,62.23
2846,2656,38,1,369.21
2847,2277,2,3,316.25
2848,935,146,4,399.2
2849,3622,73,4,190.54
2850,4378,107,1,100.99
2851,1511,79,4,227.89
2852,3670,181,2,252.01
2853,943,3,5,276.82
2854,4461,87,2,372.41
2855,3327,107,1,260.3
2856,3046,177,4,434.58
2857,4037,125,5,13.42
2858,1986,91,1,169.15
2859,1339,167,5,233.27
2860,2349,43,3,334.85
2861,1694,148,3,387.57
2862,27,75,4,44.63
2863,4765,106,2,262.76
2864,4567,45,5,331.77
2865,3188,49,4,484.16
2866,2604,103,2,160.84
2867,2187,105,5,449.96
2868,4937,149,2,308.97
2869,4502,78,2,18.06
2870,1837,37,3,487.06
2871,2055,197,3,207.34
2872,1147,66,1,25.18
2873,2196,122,3,485.15
2874,4774,141,2,261.46
2875,3437,1,3,304.98
2876,2745,110,5,214.02
2877,1008,131,5,248.94
2878,2658,19,4,246.91
2879,2690,55,1,217.14
2880,1469,171,1,27.31
2881,1535,100,3,170.92
2882,4361,49,5,262.06
2883,2221,58,4,385.8
2884,4724,76,5,457.73
2885,3734,10,4,236.4
2886,3704,165,3,447.64
2887,2905,27,1,365.2
2888,2969,157,1,214.76
2889,1099,166,1,22.07
2890,216,138,1,410.79
2891,4006,166,2,435.46
2892,3286,91,3,41.37
2893,1507,48,5,426.41
2894,4670,157,1,64.84
2895,763,98,5,208.31
2896,1890,23,5,490.66
2897,4979,46,4,80.91
2898,1900,170,1,432.49
2899,3498,91,5,440.03
2900,2210,175,5,274.03
2901,287,165,5,277.15
2902,130,52,1,215.0
2903,2443,167,3,494.26
2904,4994,139,3,175.07
2905,1810,38,4,135.19
2906,190,44,4,302.34
2907,1100,43,4,212.19
2908,3381,106,4,198.03
2909,3633,161,4,140.31
2910,3905,117,3,463.79
2911,869,5,1,245.09
2912,1191,137,3,475.13
2913,2394,104,1,73.87
2914,4796,16,2,439.72
2915,1892,15,3,201.11
2916,2115,105,4,63.63
2917,549,71,4,42.93
2918,2423,138,2,203.94
2919,909,54,3,158.87
2920,3571,199,4,373.25
2921,2886,91,3,59.02
2922,4982,85,1,169.45
2923,4528,169,2,482.85
2924,4726,4,3,457.64
2925,1859,171,1,407.72
2926,2021,40,2,359.43
2927,141,2,5,135.51
2928,3384,68,2,386.66
2929,1434,3,3,146.49
2930,4583,95,4,326.82
2931,3752,128,5,30.54
2932,3202,26,3,437.43
2933,4807,142,5,222.03
2934,3513,130,1,147.13
2935,413,45,5,484.78
2936,4590,53,1,235.87
2937,3413,168,5,253.06
2938,2117,186,3,80.68
2939,671,168,5,60.74
2940,4061,15,1,106.07
2941,1643,190,1,447.91
2942,1356,27,4,483.24
2943,2430,193,1,89.51
2944,3409,65,1,10.47
2945,871,185,2,445.94
2946,1430,24,1,254.42
2947,4825,159,2,32.99
2948,1977,121,3,270.32
2949,3401,164,1,356.38
2950,314,76,3,115.63
2951,3356,142,2,45.04
2952,337,71,5,402.7
2953,4084,38,5,290.73
2954,3557,85,2,250.72
2955,3226,85,4,186.77
2956,215,103,4,450.8
2957,2745,31,4,225.98
2958,3287,183,4,244.72
2959,1927,96,1,140.46
2960,1833,23,1,156.33
2961,3295,144,4,380.34
2962,2500,71,2,496.81
2963,3883,63,4,424.27
2964,4460,135,4,42.66
2965,1045,48,4,207.4
2966,260,8,4,438.1
2967,373,63,2,221.33
2968,275,107,3,210.89
2969,2156,31,4,330.18
2970,1354,126,3,447.79
2971,4505,89,3,91.02
2972,1164,31,2,273.78
2973,3538,150,2,51.34
2974,3020,61,1,465.99
2975,4306,36,2,335.8
2976,4562,3,3,382.07
2977,631,68,3,35.27
2978,2952,198,3,204.4
2979,4681,190,4,84.02
2980,1103,49,2,218.38
2981,868,182,2,91.08
2982,3167,31,4,400.01
2983,4783,124,3,40.47
2984,497,29,1,199.39
2985,3579,38,2,155.75
2986,3208,113,1,401.07
2987,4089,59,2,476.95
2988,1026,23,1,404.47
2989,1791,107,4,179.01
2990,2049,102,5,109.64
2991,3578,150,5,344.09
2992,4458,67,5,389.38
2993,1618,183,3,234.01
2994,3348,84,5,422.29
2995,4831,123,2,75.14
2996,1050,37,5,192.42
2997,1401,3,4,12.9
2998,2004,169,3,314.85
2999,3484,152,1,49.85
3000,3070,118,1,389.41
3001,4817,41,2,56.75
3002,1625,107,1,148.62
3003,4406,20,5,156.09
3004,3849,89,3,127.7
3005,1334,173,1,321.55
3006,4811,118,2,473.67
3007,4607,145,3,303.98
3008,3148,42,3,474.72
3009,3409,177,5,358.49
3010,1685,18,3,13.17
3011,2488,127,2,302.35
3012,931,195,5,238.85
3013,996,64,4,194.48
3014,1040,165,2,499.61
3015,1179,92,2,480.72
3016,4683,104,3,438.73
3017,3675,101,3,231.14
3018,229,76,5,372.5
3019,3603,17,1,124.32
3020,3145,97,4,276.14
3021,4769,34,1,252.47
3022,1285,86,2,52.81
3023,1220,150,1,97.06
3024,3268,105,3,394.54
3025,4418,50,2,56.48
3026,4033,160,5,396.52
3027,2977,35,2,229.49
3028,415,114,4,390.21
3029,447,90,2,131.53
3030,1860,193,3,20.53
3031,3751,89,1,35.6
3032,1573,192,4,181.68
3033,3516,187,2,473.45
3034,4790,128,1,388.59
3035,4300,28,4,20.76
3036,3989,84,2,386.28
3037,4169,160,5,243.85
3038,3406,198,1,212.62
3039,3844,83,4,210.26
3040,3650,140,3,397.9
3041,272,64,3,492.62
3042,4775,87,5,45.14
3043,38,35,3,23.19
3044,3083,102,1,26.83
3045,682,140,1,297.7
3046,4339,20,4,429.39
3047,2934,14,4,278.81
3048,2888,88,2,413.84
3049,1439,33,2,180.15
3050,28,84,1,276.83
3051,2390,72,5,305.47
3052,2369,121,4,266.62
3053,1765,164,3,348.41
3054,4825,174,4,280.78
3055,4364,119,3,193.21
3056,172,159,2,88.78
3057,3773,61,4,308.67
3058,310,87,2,138.02
3059,3356,189,1,47.81
3060,2425,11,3,65.87
3061,2227,8,1,206.06
3062,4482,21,2,48.35
3063,2527,169,3,175.43
3064,558,112,3,429.55
3065,3645,139,1,226.19
3066,4325,10,5,161.26
3067,1175,185,5,307.25
3068,3376,196,2,151.15
3069,1075,14,5,498.25
3070,2785,150,4,270.18
3071,1370,60,3,328.99
3072,2217,168,2,453.31
3073,3571,164,3,22.79
3074,1248,95,2,59.61
3075,933,83,5,156.31
3076,2648,108,5,68.63
3077,1464,98,4,335.59
3078,4713,180,3,372.9
3079,4581,180,4,272.87
3080,987,120,1,295.62
3081,4199,65,3,199.51
3082,3297,142,4,452.63
3083,2156,16,3,445.72
3084,1559,125,3,489.27
3085,63,67,2,188.59
3086,4408,141,1,458.67
3087,3572,6,4,219.43
3088,2290,185,1,305.83
3089,4528,59,3,308.81
3090,3694,5,2,296.67
3091,2079,13,4,337.62
3092,2289,123,4,133.6
3093,2601,23,4,171.51
3094,238,9,2,210.05
3095,1418,104,4,95.1
3096,2855,127,3,192.84
3097,2552,181,2,129.36
3098,2916,159,1,41.03
3099,4369,151,4,136.58
3100,710,17,5,153.16
3101,91,2,5,386.76
3102,1636,121,1,264.52
3103,409,132,2,228.69
3104,4578,26,5,123.47
3105,1779,53,4,148.36
3106,3713,164,3,498.5
3107,1680,58,5,432.02
3108,2365,84,5,55.2
3109,1404,198,2,223.67
3110,678,156,5,296.33
3111,3728,132,3,324.56
3112,3658,178,3,88.58
3113,2389,40,5,123.19
3114,3230,6,4,344.3
3115,1579,32,2,118.5
3116,4918,34,3,459.41
3117,2122,51,2,335.7
3118,1079,91,3,32.54
3119,3663,129,5,216.78
3120,4343,196,3,471.95
3121,446,33,5,266.21
3122,3362,169,1,202.21
3123,3218,123,4,73.1
3124,1716,2,5,449.31
3125,680,126,5,475.37
3126,1112,92,2,81.68
3127,4575,135,2,448.02
3128,4490,171,1,279.78
3129,2990,20,5,38.92
3130,4885,97,4,282.91
3131,1256,120,2,382.37
3132,1388,122,5,166.36
3133,1506,27,4,184.44
3134,9,176,1,23.56
3135,2427,65,5,431.15
3136,3648,70,1,166.03
3137,2223,67,2,195.8
3138,2702,126,2,109.93
3139,2233,29,5,400.25
3140,403,133,5,418.84
3141,1581,130,3,263.48
3142,1789,27,3,444.56
3143,58,90,1,221.32
3144,2147,176,3,299.59
3145,932,188,3,494.2
3146,4509,160,2,435.9
3147,3493,77,5,254.15
3148,2550,8,2,389.22
3149,951,8,5,478.47
3150,2278,184,1,39.72
3151,3250,190,1,178.35
3152,1941,114,5,318.5
3153,4585,44,5,258.29
3154,3817,100,2,126.61
3155,3807,50,5,365.42
3156,1492,189,3,20.04
3157,338,115,5,128.52
3158,2159,36,2,324.29
3159,1330,46,1,176.0
3160,1724,19,5,271.45
3161,1390,62,4,198.78
3162,186,147,5,171.11
3163,750,68,2,22.15
3164,4690,164,1,54.11
3165,886,117,4,100.38
3166,2307,75,4,426.0
3167,1137,197,2,261.19
3168,46,155,1,41.49
3169,1701,188,4,294.76
3170,1964,180,2,247.65
3171,2983,196,1,127.04
3172,145,31,1,249.77
3173,4692,13,2,252.26
3174,408,84,2,60.48
3175,2076,163,5,200.57
3176,469,163,1,378.6
3177,1956,126,2,14.58
3178,3530,72,5,60.13
3179,2220,4,2,409.65
3180,343,96,5,282.68
3181,3289,22,1,211.22
3182,1331,53,4,244.88
3183,2061,74,1,73.44
3184,1254,23,4,385.31
3185,846,169,2,137.93
3186,2606,164,2,427.43
3187,4813,144,1,282.71
3188,3204,47,5,52.91
3189,631,171,1,61.31
3190,1638,68,1,293.47
3191,3974,101,2,137.23
3192,660,171,5,388.39
3193,4247,174,1,353.38
3194,3220,177,1,93.73
3195,1104,19,2,128.8
3196,4814,187,1,479.71
3197,1598,178,3,144.4
3198,2572,199,2,442.68
3199,2332,163,3,285.67
3200,1735,138,3,467.95
3201,3408,194,3,131.72
3202,1763,161,2,250.17
3203,1341,146,2,273.66
3204,4072,154,4,355.22
3205,1845,55,4,281.71
3206,17,76,5,366.75
3207,908,192,2,494.34
3208,1844,90,1,41.55
3209,3000,32,4,256.25
3210,2225,81,3,77.95
3211,68,2,4,471.55
3212,4656,16,3,131.02
3213,4474,32,5,83.98
3214,2764,171,4,55.17
3215,2578,95,5,283.56
3216,3613,112,5,115.07
3217,4515,148,3,275.37
3218,3444,56,2,153.54
3219,99,74,2,231.86
3220,3301,193,2,34.84
3221,2841,87,4,421.43
3222,4652,157,3,294.24
3223,2366,109,1,359.65
3224,2671,29,1,283.96
3225,3962,33,2,36.91
3226,4997,184,4,312.74
3227,4735,60,1,199.61
3228,3084,93,5,129.95
3229,2486,84,4,227.67
3230,1434,83,1,386.25
3231,4295,100,2,327.33
3232,4458,145,3,83.58
3233,4312,164,2,250.47
3234,3154,32,1,290.31
3235,731,48,1,439.23
3236,3616,53,1,83.89
3237,2333,180,5,410.03
3238,4320,139,4,142.81
3239,109,181,2,24.06
3240,3067,33,1,216.24
3241,4819,24,1,26.21
3242,3386,184,5,197.35
3243,4663,167,4,124.04
3244,3216,178,4,380.8
3245,1329,192,4,498.53
3246,3785,154,5,70.62
3247,1005,4,4,338.67
3248,1794,129,3,269.44
3249,1841,37,2,241.27
3250,3687,165,5,54.88
3251,4843,100,1,208.36
3252,3451,143,3,465.69
3253,4097,3,4,116.34
3254,103,176,1,368.36
3255,882,176,4,141.84
3256,4023,141,3,445.15
3257,3612,139,1,382.77
3258,2569,146,2,290.39
3259,4853,200,2,443.36
3260,54,48,5,449.67
3261,2102,31,2,102.59
3262,4443,122,2,404.55
3263,1052,169,1,292.23
3264,299,51,4,289.08
3265,3134,111,1,232.48
3266,4477,126,1,250.27
3267,1645,142,5,480.24
3268,953,131,3,53.83
3269,20,163,5,92.17
3270,371,107,1,468.67
3271,906,23,4,104.56
3272,2009,20,3,258.61
3273,825,11,1,246.35
3274,4010,179,2,349.12
3275,460,59,4,117.25
3276,490,97,2,335.72
3277,3840,87,3,281.79
3278,357,33,5,239.79
3279,1750,108,2,152.23
3280,2330,21,1,476.17
3281,3007,81,2,169.19
3282,4404,125,2,337.33
3283,2034,154,3,170.17
3284,4875,97,3,191.58
3285,2070,176,2,247.35
3286,3226,44,5,217.44
3287,1089,118,3,410.15
3288,2409,59,2,458.42
3289,29,96,2,51.62
3290,1094,84,4,207.57
3291,107,51,5,163.63
3292,485,128,2,63.68
3293,2331,61,5,334.49
3294,4434,170,3,168.51
3295,3113,40,2,127.38
3296,635,113,1,490.69
3297,623,122,2,333.54
3298,935,163,3,233.6
3299,2319,74,1,305.97
3300,1403,87,2,299.54
3301,138,172,4,107.7
3302,846,191,4,288.77
3303,4946,25,5,109.56
3304,960,14,3,288.86
3305,2208,74,4,281.53
3306,247,93,2,426.18
3307,1750,8,4,225.99
3308,658,65,1,270.52
3309,2783,133,1,77.51
3310,2395,12,1,73.15
3311,549,167,3,284.81
3312,1001,145,3,314.02
3313,3605,194,3,300.85
3314,4692,50,1,376.49
3315,499,52,4,336.53
3316,458,16,4,482.3
3317,4632,152,4,422.05
3318,18,78,5,474.25
3319,2299,81,1,233.91
3320,44,10,2,412.4
3321,2902,98,4,403.88
3322,343,177,2,410.18
3323,3995,131,3,70.31
3324,4249,90,5,419.42
3325,3288,191,2,201.49
3326,913,26,3,441.16
3327,1806,9,1,395.62
3328,3368,50,2,334.32
3329,1293,155,2,85.59
3330,2453,11,5,253.15
3331,754,186,1,195.63
3332,2671,178,2,41.49
3333,4286,38,4,74.01
3334,308,57,2,426.96
3335,2935,124,1,495.68
3336,142,151,3,29.61
3337,4916,170,4,486.28
3338,3466,127,5,376.64
3339,2373,66,5,374.1
3340,4562,143,3,458.8
3341,1713,177,3,10.81
3342,1452,51,3,23.32
3343,945,123,5,385.17
3344,2259,69,5,34.7
3345,4948,54,3,250.87
3346,498,121,4,99.79
3347,704,77,5,158.88
3348,2387,163,3,331.68
3349,2717,53,1,454.51
3350,2277,183,3,231.78
3351,4514,3,5,321.43
3352,2248,61,1,460.62
3353,2874,114,1,258.94
3354,2406,112,4,59.1
3355,1365,124,4,495.91
3356,3645,9,5,300.01
3357,3199,150,1,216.21
3358,1275,164,2,225.33
3359,1025,56,1,170.38
3360,2744,1,1,14.94
3361,917,18,2,266.64
3362,4273,106,1,468.21
3363,1770,161,5,498.08
3364,3889,9,5,107.23
3365,3065,61,4,403.28
3366,3580,59,1,387.4
3367,4224,20,5,193.47
3368,3748,79,5,327.23
3369,1983,51,4,475.8
3370,823,163,1,428.19
3371,766,99,2,210.15
3372,2891,91,1,431.18
3373,2457,20,4,244.01
3374,2330,58,1,204.03
3375,4630,40,2,322.25
3376,2210,152,5,263.65
3377,1161,105,4,84.24
3378,906,75,2,472.98
3379,2079,161,2,381.48
3380,4094,69,4,291.77
3381,2809,42,5,150.53
3382,3336,147,3,153.97
3383,2589,197,4,479.38
3384,2911,159,4,133.28
3385,127,37,1,426.51
3386,4077,56,1,200.9
3387,1091,173,2,407.5
3388,2985,46,1,410.43
3389,4009,52,4,302.96
3390,4395,161,1,331.29
3391,4880,58,1,390.08
3392,3748,50,4,460.33
3393,634,165,3,393.84
3394,1942,1,5,208.53
3395,2566,135,4,165.67
3396,4957,127,5,312.57
3397,4979,41,4,453.12
3398,4242,49,3,111.16
3399,248,116,3,195.98
3400,3780,162,2,169.39
3401,1187,180,3,485.58
3402,245,2,5,99.41
3403,3417,130,2,41.29
3404,1216,39,4,254.97
3405,2783,151,3,439.19
3406,197,2,2,320.91
3407,3011,34,3,398.37
3408,429,76,2,13.2
3409,3321,20,4,298.35
3410,5000,131,2,417.37
3411,2460,107,1,159.83
3412,2130,187,1,301.22
3413,1233,69,4,57.78
3414,4379,75,1,362.25
3415,1169,145,2,214.23
3416,3551,91,2,366.27
3417,4661,72,4,452.72
3418,3488,1,3,319.31
3419,2144,25,5,318.93
3420,3553,149,1,114.34
3421,183,2,4,466.41
3422,760,14,5,334.4
3423,3129,166,1,386.79
3424,4036,116,4,347.87
3425,3420,35,4,209.11
3426,3812,12,3,33.43
3427,1380,96,3,450.14
3428,527,94,1,484.28
3429,1059,118,4,148.65
3430,1457,79,1,136.67
3431,4142,53,3,144.82
3432,4611,167,3,434.81
3433,3124,67,3,233.65
3434,1767,156,2,54.58
3435,1102,166,3,141.57
3436,4227,186,5,206.23
3437,39,184,3,123.54
3438,4132,22,5,461.03
3439,261,157,5,205.39
3440,2926,2,1,188.53
3441,1432,103,1,25.59
3442,3726,111,1,98.34
3443,3909,177,2,308.68
3444,1702,148,3,412.24
3445,1583,144,2,103.4
3446,2707,111,1,175.39
3447,502,72,1,336.74
3448,72,97,2,301.22
3449,515,7,1,354.3
3450,3236,67,1,405.87
3451,627,107,3,499.09
3452,377,63,3,153.74
3453,1436,185,4,462.81
3454,3442,179,2,256.67
3455,3082,9,1,292.15
3456,2895,105,4,295.78
3457,3459,199,5,374.72
3458,2466,185,5,417.38
3459,45,102,5,77.34
3460,4926,5,3,300.55
3461,2476,187,5,412.09
3462,1228,152,3,118.67
3463,3868,110,1,76.74
3464,2274,132,5,236.16
3465,1443,7,2,499.33
3466,4994,7,1,414.76
3467,3850,137,4,253.08
3468,4077,37,3,153.23
3469,2554,27,5,201.38
3470,4666,27,5,89.6
3471,1925,191,1,333.4
3472,4012,70,3,266.76
3473,434,173,5,488.35
3474,289,26,1,191.46
3475,540,72,2,441.81
3476,1461,147,2,302.12
3477,3420,73,4,468.49
3478,94,179,4,192.46
3479,4321,185,3,364.67
3480,946,36,1,311.11
3481,2666,19,1,65.33
3482,2794,134,1,345.74
3483,4244,161,3,230.48
3484,2408,160,3,276.69
3485,2713,104,5,486.65
3486,4555,21,2,355.69
3487,4124,198,3,141.95
3488,3508,89,2,221.13
3489,3736,94,2,425.14
3490,3673,57,1,278.53
3491,1835,199,1,271.13
3492,4071,197,1,237.77
3493,939,108,3,171.67
3494,3771,77,4,337.91
3495,4385,86,3,344.71
3496,2475,86,3,30.14
3497,2457,126,2,17.56
3498,395,93,3,303.91
3499,4429,27,4,325.91
3500,3172,72,3,121.02
3501,1902,11,4,359.76
3502,3659,83,2,106.64
3503,763,182,2,163.63
3504,660,143,2,311.78
3505,790,199,5,468.39
3506,2541,194,4,207.2
3507,2191,145,5,419.62
3508,3564,61,2,485.88
3509,94,15,1,33.87
3510,799,167,1,463.29
3511,1057,86,5,218.18
3512,4497,185,3,481.03
3513,4192,188,2,127.35
3514,3886,10,2,17.13
3515,1599,157,4,86.71
3516,1587,109,4,349.12
3517,1436,54,2,35.05
3518,222,117,3,418.83
3519,2903,102,5,200.66
3520,2899,133,3,470.66
3521,1010,161,1,290.08
3522,3784,114,1,215.27
3523,2828,128,4,386.83
3524,509,146,3,485.12
3525,3498,167,4,445.2
3526,4757,13,3,411.3
3527,3128,66,3,48.37
3528,3065,74,1,79.85
3529,670,3,2,386.66
3530,2704,24,3,233.38
3531,2365,97,4,99.2
3532,3369,149,3,450.05
3533,1791,57,1,209.17
3534,2108,113,4,58.02
3535,3017,18,1,120.57
3536,2225,99,1,217.48
3537,805,163,2,347.82
3538,2686,30,5,172.47
3539,451,17,3,106.99
3540,2156,150,1,323.93
3541,1461,72,5,139.83
3542,537,44,3,273.54
3543,2485,194,3,209.72
3544,4954,92,3,65.48
3545,3142,78,2,226.65
3546,605,114,5,235.54
3547,83,46,2,368.42
3548,1194,68,1,41.22
3549,4534,105,4,389.59
3550,3647,121,3,95.43
3551,1186,113,3,379.29
3552,3389,117,2,143.81
3553,4326,99,3,269.19
3554,4777,63,3,324.86
3555,3412,76,5,486.52
3556,1463,167,3,446.34
3557,203,151,1,388.11
3558,251,97,5,64.74
3559,677,46,2,42.53
3560,1529,16,5,74.41
3561,1823,10,5,102.75
3562,1610,71,4,435.71
3563,1860,183,1,487.3
3564,640,97,3,375.15
3565,173,49,5,374.08
3566,3238,114,3,459.1
3567,3710,160,3,494.66
3568,715,58,2,377.1
3569,4212,115,4,128.54
3570,242,156,2,401.68
3571,4027,127,5,16.52
3572,4841,92,2,395.5
3573,1199,12,4,329.42
3574,4638,159,5,458.08
3575,579,153,4,254.16
3576,4896,9,3,264.37
3577,297,69,1,414.55
3578,1744,138,5,34.6
3579,3024,39,3,346.48
3580,2583,162,1,389.02
3581,2884,123,4,413.51
3582,1944,118,1,117.69
3583,3127,1,5,486.83
3584,1326,2,4,289.6
3585,23,109,5,405.79
3586,4802,67,2,179.34
3587,1890,136,3,86.89
3588,1955,74,4,106.25
3589,688,75,5,177.06
3590,3877,194,5,138.82
3591,2679,8,1,151.39
3592,3598,190,5,105.41
3593,4485,146,3,472.97
3594,44,86,4,197.54
3595,2521,196,1,73.68
3596,1926,76,2,31.85
3597,327,76,2,91.86
3598,662,138,1,223.36
3599,3863,13,3,215.96
3600,4615,76,4,103.6
3601,2514,77,3,170.46
3602,2213,68,5,163.27
3603,3845,21,5,331.39
3604,2773,69,4,416.75
3605,4514,8,4,187.23
3606,3080,166,4,131.77
3607,1448,146,1,489.76
3608,2102,114,3,132.28
3609,3442,16,1,169.28
3610,1900,137,1,256.75
3611,3149,169,4,341.62
3612,2255,83,5,287.93
3613,3767,10,5,37.23
3614,2293,134,1,385.2
3615,3843,43,5,243.95
3616,1571,150,3,251.29
3617,565,170,5,90.55
3618,2339,37,4,301.92
3619,1355,128,4,411.08
3620,4997,67,5,314.5
3621,232,58,4,232.44
3622,1402,180,4,446.93
3623,4466,148,3,111.21
3624,1808,41,1,493.09
3625,2952,183,3,255.3
3626,400,72,5,246.78
3627,1387,41,2,431.49
3628,1443,71,4,121.3
3629,2343,124,3,377.97
3630,1961,169,5,254.52
3631,4059,80,3,87.84
3632,1154,133,3,88.49
3633,4310,120,4,112.64
3634,256,100,4,440.08
3635,488,79,5,268.49
3636,3467,89,4,172.03
3637,2111,156,2,296.65
3638,2962,38,5,203.06
3639,437,93,4,65.89
3640,2584,119,4,410.86
3641,2572,149,5,277.31
3642,2133,155,1,88.34
3643,3432,155,1,445.51
3644,4771,64,3,154.97
3645,2409,193,3,464.82
3646,4064,25,5,364.65
3647,2476,51,3,290.35
3648,4023,44,4,375.94
3649,2966,28,4,356.8
3650,4143,175,3,110.66
3651,2841,77,1,318.95
3652,1494,200,2,171.36
3653,681,116,3,434.58
3654,4872,70,2,158.88
3655,1339,169,5,160.39
3656,3875,185,1,359.14
3657,4583,99,3,85.44
3658,3589,95,1,13.87
3659,2066,39,3,62.77
3660,3256,66,5,123.6
3661,2356,94,2,489.48
3662,299,195,1,318.39
3663,4147,196,2,284.83
3664,1220,124,2,60.39
3665,3325,198,5,45.56
3666,3625,28,1,468.49
3667,4560,21,5,417.66
3668,1923,133,3,447.39
3669,676,119,5,123.53
3670,4460,86,2,482.96
3671,4239,90,2,446.04
3672,2632,6,1,37.73
3673,2687,35,1,108.8
3674,3824,140,5,217.29
3675,1777,178,4,108.9
3676,3037,110,1,314.11
3677,140,139,5,97.22
3678,3338,89,2,13.94
3679,2123,66,5,104.87
3680,3979,77,2,97.17
3681,4937,63,4,10.19
3682,2181,164,3,108.86
3683,2004,195,4,294.16
3684,2606,149,1,92.49
3685,4731,36,4,276.79
3686,3471,145,5,135.99
3687,2857,56,2,485.72
3688,4227,39,1,265.51
3689,1094,143,4,86.79
3690,460,65,1,216.73
3691,4735,186,2,463.98
3692,1898,121,5,336.54
3693,110,168,5,69.41
3694,3493,102,3,378.91
3695,1424,152,4,221.02
3696,1525,66,2,49.82
3697,1925,189,1,136.68
3698,1267,50,4,14.43
3699,3535,23,2,317.15
3700,892,41,4,132.57
3701,4295,96,2,404.63
3702,4145,54,4,340.92
3703,3389,175,5,303.61
3704,1397,162,1,205.61
3705,512,126,2,73.02
3706,3084,164,4,53.22
3707,811,123,3,484.82
3708,4007,68,5,452.79
3709,39,153,1,68.06
3710,1759,60,5,83.81
3711,1133,143,5,392.63
3712,4846,7,3,161.47
3713,2487,187,2,364.95
3714,955,2,1,262.43
3715,439,63,3,288.1
3716,657,45,5,65.46
3717,4382,66,3,444.77
3718,4877,76,3,337.62
3719,2292,128,5,217.11
3720,3208,109,2,206.13
3721,689,141,4,185.4
3722,1033,104,1,92.31
3723,2226,66,5,477.62
3724,49,175,4,328.73
3725,392,119,2,370.91
3726,2286,44,3,211.03
3727,2732,62,4,57.13
3728,2435,48,5,394.5
3729,2701,53,3,315.17
3730,4013,186,3,142.57
3731,1029,107,1,384.92
3732,3404,97,5,98.61
3733,2603,169,3,105.92
3734,3559,16,1,378.28
3735,1743,53,1,132.43
3736,4024,66,5,99.89
3737,2234,34,1,444.43
3738,351,53,1,73.66
3739,874,183,2,488.26
3740,1204,117,4,332.58
3741,1400,89,1,322.29
3742,4353,143,3,142.38
3743,404,185,1,224.69
3744,1014,17,4,418.96
3745,3323,143,1,325.33
3746,596,59,4,243.55
3747,697,197,4,464.77
3748,3608,165,4,107.62
3749,3165,121,4,302.95
3750,4601,38,5,251.12
3751,2687,89,1,235.76
3752,4243,168,2,339.49
3753,4105,42,1,113.15
3754,3078,173,1,473.03
3755,3313,153,5,472.41
3756,4315,122,2,331.77
3757,2646,116,2,324.76
3758,1696,63,2,436.87
3759,3107,124,3,344.87
3760,537,150,2,273.07
