order_id,user_id,order_date,status
974,221,2025-12-11,completed
975,119,2025-07-03,shipped
976,21,2025-03-18,completed
977,197,2025-09-03,pending
978,979,2025-11-06,shipped
979,493,2025-11-08,completed
980,907,2026-01-03,completed
981,962,2025-12-04,completed
982,453,2025-11-06,completed
983,766,2025-09-19,shipped
984,23,2025-07-20,shipped
985,716,2025-07-23,completed
986,858,2025-11-16,shipped
987,836,2026-03-07,completed
988,720,2025-08-25,pending
989,632,2026-02-02,completed
990,652,2026-02-17,completed
991,498,2026-02-08,completed
992,294,2025-06-20,shipped
993,397,2025-11-19,completed
994,572,2025-11-05,completed
995,385,2025-07-21,shipped
996,162,2025-06-24,completed
997,291,2025-06-04,shipped
998,905,2025-05-22,shipped
999,476,2025-12-31,pending
1000,6,2025-12-04,completed
1001,311,2026-01-06,completed
1002,894,2025-09-14,completed
1003,454,2025-10-24,completed
1004,163,2026-02-24,shipped
1005,639,2025-10-22,pending
1006,939,2025-04-25,shipped
1007,785,2025-05-05,shipped
1008,855,2025-09-13,completed
1009,594,2026-03-03,pending
1010,920,2025-07-02,completed
1011,961,2025-04-19,pending
1012,817,2025-07-02,pending
1013,103,2025-07-13,completed
1014,705,2025-11-11,shipped
1015,545,2025-08-02,shipped
1016,121,2025-07-07,completed
1017,727,2025-09-21,completed
1018,677,2025-03-28,pending
1019,64,2025-12-20,pending
1020,668,2025-05-17,shipped
1021,749,2025-09-08,pending
1022,7,2026-01-09,pending
1023,103,2026-02-08,pending
1024,650,2025-05-17,pending
1025,937,2025-08-10,completed
1026,546,2025-09-24,shipped
1027,318,2025-11-01,pending
1028,587,2025-09-27,completed
1029,525,2025-07-20,pending
1030,647,2025-11-18,pending
1031,936,2025-12-07,completed
1032,99,2026-03-06,completed
1033,10,2025-09-29,shipped
1034,358,2025-05-08,pending
1035,21,2025-09-07,shipped
1036,548,2025-12-28,pending
1037,948,2025-03-27,pending
1038,345,2026-01-27,completed
1039,650,2025-04-21,pending
1040,407,2025-08-23,pending
1041,523,2025-12-01,completed
1042,609,2025-06-05,pending
1043,103,2026-02-27,pending
1044,995,2025-12-28,completed
1045,280,2025-08-25,shipped
1046,889,2025-05-14,shipped
1047,54,2025-06-12,completed
1048,752,2025-05-20,pending
1049,289,2026-02-21,completed
1050,646,2025-07-28,completed
1051,527,2025-11-23,shipped
1052,724,2026-01-11,completed
1053,273,2025-08-23,shipped
1054,33,2025-07-29,shipped
1055,741,2025-04-08,pending
1056,761,2025-07-23,shipped
1057,85,2025-11-23,pending
1058,427,2025-07-15,shipped
1059,153,2025-11-09,pending
1060,80,2026-01-10,completed
1061,696,2026-01-01,pending
1062,601,2025-12-07,pending
1063,871,2025-07-01,completed
1064,32,2026-02-11,completed
1065,518,2025-09-28,shipped
1066,917,2025-08-23,completed
1067,573,2025-03-28,shipped
1068,615,2026-03-10,shipped
1069,903,2025-07-01,shipped
1070,34,2025-04-02,completed
1071,736,2025-05-06,completed
1072,757,2026-02-22,shipped
1073,178,2025-09-19,completed
1074,755,2026-01-28,shipped
1075,25,2025-11-28,completed
1076,966,2026-01-11,shipped
1077,279,2025-04-20,pending
1078,420,2025-04-08,pending
1079,809,2025-10-15,completed
1080,447,2025-12-04,shipped
1081,916,2025-04-01,completed
1082,576,2025-08-13,pending
1083,525,2025-06-15,shipped
1084,809,2025-06-26,pending
1085,415,2025-06-14,shipped
1086,771,2025-04-04,completed
1087,298,2025-06-04,completed
1088,132,2025-11-08,pending
1089,452,2025-06-07,pending
1090,525,2025-11-02,shipped
1091,606,2026-01-04,shipped
1092,466,2025-09-30,completed
1093,156,2025-10-19,pending
1094,461,2025-07-22,shipped
1095,42,2025-12-20,shipped
1096,721,2026-01-03,shipped
1097,153,2025-07-13,shipped
1098,54,2025-09-22,shipped
1099,860,2025-09-05,shipped
1100,755,2025-05-07,pending
1101,417,2025-06-19,shipped
1102,424,2026-02-10,shipped
1103,560,2025-08-25,shipped
1104,278,2025-07-12,completed
1105,233,2025-05-31,completed
1106,522,2026-02-03,completed
1107,328,2025-06-02,pending
1108,167,2025-04-13,completed
1109,650,2026-01-27,completed
1110,744,2025-08-20,pending
1111,602,2025-11-04,completed
1112,413,2025-10-31,shipped
1113,999,2026-02-17,shipped
1114,230,2025-10-05,shipped
1115,677,2025-07-09,shipped
1116,713,2025-05-25,shipped
1117,865,2025-05-15,pending
1118,162,2025-07-03,completed
1119,399,2025-04-07,shipped
1120,595,2025-11-02,shipped
1121,264,2025-12-02,shipped
1122,902,2025-11-12,pending
1123,608,2025-09-23,pending
1124,919,2025-12-16,shipped
1125,38,2025-06-08,completed
1126,789,2025-06-22,completed
1127,341,2025-04-07,completed
1128,100,2025-11-25,pending
1129,496,2025-09-28,pending
1130,121,2025-04-05,completed
1131,371,2025-10-23,pending
1132,682,2025-07-30,shipped
1133,555,2025-04-01,pending
1134,939,2025-06-08,completed
1135,703,2025-12-06,completed
1136,515,2025-05-15,completed
1137,870,2026-02-10,completed
1138,764,2026-03-11,shipped
1139,489,2025-12-14,pending
1140,52,2026-01-26,pending
1141,80,2025-06-02,pending
1142,387,2025-07-10,shipped
1143,234,2025-11-25,pending
1144,571,2025-10-09,pending
1145,375,2025-04-24,shipped
1146,173,2025-04-08,completed
1147,371,2025-09-02,pending
1148,503,2026-02-15,shipped
1149,597,2025-09-05,pending
1150,264,2025-04-02,completed
1151,752,2026-01-20,pending
1152,263,2025-09-02,pending
1153,292,2025-09-04,shipped
1154,871,2026-01-27,shipped
1155,605,2026-01-05,completed
1156,957,2025-11-08,pending
1157,176,2025-06-02,pending
1158,196,2026-01-16,pending
1159,808,2025-08-08,pending
1160,1000,2025-09-28,completed
1161,754,2026-01-26,completed
1162,406,2026-01-06,pending
1163,779,2025-04-20,completed
1164,855,2025-11-15,pending
1165,873,2025-08-16,completed
1166,888,2025-05-02,pending
1167,750,2025-12-11,pending
1168,572,2025-08-04,completed
1169,209,2025-07-02,completed
1170,890,2025-03-20,completed
1171,108,2025-12-21,shipped
1172,108,2026-02-22,completed
1173,112,2025-04-09,completed
1174,199,2025-07-12,completed
1175,547,2025-05-22,shipped
1176,148,2026-01-26,completed
1177,970,2025-04-18,shipped
1178,226,2025-10-07,pending
1179,422,2026-01-20,completed
1180,219,2025-11-03,shipped
1181,4,2025-08-12,pending
1182,512,2025-12-03,completed
1183,202,2025-12-16,shipped
1184,560,2025-11-08,pending
1185,278,2025-07-21,shipped
1186,739,2025-11-14,pending
1187,874,2025-08-09,completed
1188,325,2025-07-08,completed
1189,890,2025-10-03,pending
1190,118,2025-09-12,pending
1191,400,2025-12-28,completed
1192,504,2025-08-01,pending
1193,555,2025-04-10,pending
1194,358,2025-09-11,completed
1195,338,2026-02-14,completed
1196,623,2026-01-15,pending
1197,179,2025-04-09,pending
1198,843,2025-10-27,shipped
1199,170,2025-11-19,shipped
1200,887,2025-07-09,completed
1201,890,2026-01-01,pending
1202,145,2025-07-11,pending
1203,84,2025-10-11,pending
1204,196,2026-03-06,completed
1205,750,2025-05-30,completed
1206,623,2025-10-25,pending
1207,350,2026-01-22,pending
1208,372,2026-03-11,pending
1209,963,2025-05-16,pending
1210,342,2025-04-28,shipped
1211,400,2025-07-10,pending
1212,885,2025-09-04,pending
1213,180,2025-04-12,completed
1214,118,2025-12-24,shipped
1215,536,2025-07-30,shipped
1216,743,2026-01-15,completed
1217,147,2025-05-06,pending
1218,688,2025-10-21,pending
1219,900,2025-11-17,pending
1220,163,2025-10-27,shipped
1221,868,2025-08-25,pending
1222,231,2025-12-16,completed
1223,622,2025-12-13,completed
1224,515,2025-04-19,shipped
1225,928,2025-12-19,completed
1226,867,2025-10-25,shipped
1227,905,2025-06-05,completed
1228,452,2025-04-26,shipped
1229,997,2026-03-05,completed
1230,964,2025-07-11,completed
1231,671,2025-05-24,pending
1232,431,2025-06-27,completed
1233,63,2025-08-31,completed
1234,652,2025-09-19,pending
1235,199,2025-07-22,completed
1236,903,2026-03-05,pending
1237,533,2026-01-23,completed
1238,379,2025-03-29,shipped
1239,562,2025-06-18,shipped
1240,884,2025-05-14,pending
1241,932,2025-11-06,pending
1242,106,2025-05-08,completed
1243,361,2026-02-23,shipped
1244,802,2025-09-26,shipped
1245,613,2025-04-20,shipped
1246,920,2025-11-29,shipped
1247,339,2025-08-21,shipped
1248,602,2025-03-17,pending
1249,15,2025-05-04,completed
1250,188,2025-11-23,completed
1251,96,2025-04-26,pending
1252,215,2026-01-05,completed
1253,604,2025-06-24,completed
1254,215,2025-04-04,pending
1255,815,2025-12-31,completed
1256,359,2025-07-24,shipped
1257,227,2025-11-10,completed
1258,449,2026-01-11,pending
1259,580,2026-01-05,shipped
1260,800,2026-01-30,pending
1261,398,2025-10-29,completed
1262,190,2025-05-07,shipped
1263,437,2025-11-07,pending
1264,57,2025-05-28,pending
1265,947,2025-06-28,shipped
1266,927,2025-07-31,completed
1267,613,2025-07-02,pending
1268,902,2025-04-10,pending
1269,990,2025-11-15,shipped
1270,866,2025-12-15,shipped
1271,213,2025-10-23,completed
1272,515,2025-11-24,shipped
1273,571,2025-06-18,pending
1274,977,2025-07-01,completed
1275,56,2025-07-11,pending
1276,408,2026-02-12,shipped
1277,76,2025-07-04,shipped
1278,719,2026-01-03,shipped
1279,514,2025-11-24,pending
1280,286,2025-07-17,pending
1281,707,2025-12-29,pending
1282,773,2025-11-20,completed
1283,963,2025-11-13,pending
1284,822,2026-01-13,completed
1285,577,2026-01-05,pending
1286,833,2025-11-23,shipped
1287,107,2025-06-14,shipped
1288,776,2026-02-25,pending
1289,882,2025-10-29,shipped
1290,310,2025-10-04,pending
1291,347,2025-06-24,shipped
1292,115,2025-09-19,pending
1293,794,2026-01-20,shipped
1294,628,2025-09-03,pending
1295,177,2025-05-10,shipped
1296,954,2025-03-20,shipped
1297,636,2025-10-02,shipped
1298,6,2025-12-16,shipped
1299,923,2026-03-02,shipped
1300,972,2025-09-24,completed
1301,361,2025-04-23,completed
1302,302,2025-10-06,completed
1303,181,2025-03-23,completed
1304,350,2025-05-16,shipped
1305,973,2025-03-31,shipped
1306,308,2025-06-07,shipped
1307,770,2025-11-02,shipped
1308,63,2025-05-26,pending
1309,107,2025-12-17,pending
1310,11,2025-05-15,pending
1311,718,2025-05-04,completed
1312,604,2025-11-01,shipped
1313,42,2025-09-20,shipped
1314,742,2025-12-08,pending
1315,313,2025-09-03,completed
1316,329,2025-08-13,shipped
1317,356,2026-01-31,pending
1318,158,2025-11-20,pending
1319,928,2025-07-16,pending
1320,993,2025-03-14,completed
1321,413,2025-09-26,completed
1322,595,2025-03-18,shipped
1323,204,2025-07-15,pending
1324,991,2026-02-08,pending
1325,559,2025-12-21,pending
1326,179,2025-06-19,completed
1327,941,2025-10-14,pending
1328,465,2026-02-08,pending
1329,332,2025-04-05,pending
1330,56,2025-12-08,shipped
1331,920,2026-01-18,completed
1332,940,2025-10-11,pending
1333,918,2026-03-04,completed
1334,875,2025-09-28,completed
1335,609,2025-09-21,completed
1336,375,2026-02-24,completed
1337,874,2025-04-03,pending
1338,230,2025-06-18,shipped
1339,616,2025-05-07,completed
1340,463,2025-09-10,shipped
1341,229,2025-04-28,pending
1342,232,2026-03-02,pending
1343,368,2025-10-08,pending
1344,493,2025-04-09,shipped
1345,324,2025-05-22,completed
1346,634,2025-11-08,completed
1347,732,2025-06-27,shipped
1348,401,2025-03-14,shipped
1349,269,2026-02-28,shipped
1350,915,2025-10-10,shipped
1351,923,2025-10-21,completed
1352,169,2026-03-06,completed
1353,483,2025-08-28,completed
1354,268,2025-08-30,pending
1355,832,2025-07-21,shipped
1356,69,2025-09-18,shipped
1357,984,2026-02-16,completed
1358,329,2025-06-04,pending
1359,699,2025-07-06,pending
1360,398,2025-10-13,completed
1361,136,2025-05-17,shipped
1362,73,2026-02-18,completed
1363,126,2025-09-07,completed
1364,726,2025-04-10,completed
1365,461,2026-02-11,pending
1366,357,2025-10-08,completed
1367,10,2025-08-21,completed
1368,617,2025-06-03,completed
1369,302,2026-01-05,shipped
1370,485,2025-11-11,completed
1371,335,2025-06-05,pending
1372,935,2025-05-11,completed
1373,792,2025-08-11,shipped
1374,107,2025-07-14,shipped
1375,790,2025-05-09,pending
1376,357,2025-04-03,completed
1377,773,2025-10-15,completed
1378,929,2025-07-18,shipped
1379,77,2025-03-28,completed
1380,62,2025-11-21,pending
1381,651,2025-09-27,completed
1382,273,2025-09-04,shipped
1383,375,2025-09-26,shipped
1384,886,2025-04-25,pending
1385,540,2025-09-09,shipped
1386,291,2025-09-20,completed
1387,136,2025-11-01,pending
1388,508,2026-01-07,shipped
1389,32,2025-07-31,shipped
1390,14,2025-12-28,shipped
1391,811,2025-04-17,pending
1392,217,2025-07-18,shipped
1393,597,2025-08-18,pending
1394,52,2025-07-11,completed
1395,272,2025-12-13,pending
1396,814,2025-07-26,completed
1397,945,2025-07-18,completed
1398,821,2025-06-08,pending
1399,768,2026-01-06,shipped
1400,716,2025-04-21,completed
1401,835,2026-02-14,pending
1402,531,2025-05-30,completed
1403,437,2025-06-07,completed
1404,250,2025-08-28,shipped
1405,193,2025-10-20,pending
1406,566,2025-11-26,shipped
1407,46,2025-07-26,shipped
1408,781,2025-04-03,completed
1409,38,2025-12-06,shipped
1410,633,2025-08-29,shipped
1411,584,2025-07-10,pending
1412,2,2025-10-26,pending
1413,600,2025-05-21,pending
1414,431,2025-07-08,shipped
1415,125,2025-12-20,completed
1416,164,2025-05-11,pending
1417,377,2026-01-06,completed
1418,868,2025-07-12,completed
1419,173,2026-01-24,completed
1420,438,2026-03-05,pending
1421,192,2025-03-28,completed
1422,605,2026-01-31,completed
1423,99,2025-04-10,shipped
1424,480,2026-01-13,completed
1425,851,2025-07-01,completed
1426,486,2025-03-23,completed
1427,79,2026-01-14,shipped
1428,45,2026-01-05,completed
1429,391,2025-03-18,shipped
1430,46,2025-11-02,shipped
1431,607,2025-12-11,pending
1432,243,2025-06-07,pending
1433,710,2025-11-06,shipped
1434,980,2025-08-26,completed
1435,713,2025-05-04,pending
1436,319,2025-04-20,shipped
1437,556,2025-11-06,completed
1438,926,2025-10-31,completed
1439,918,2025-05-01,pending
1440,253,2025-09-24,completed
1441,751,2026-01-30,completed
1442,619,2025-12-24,pending
1443,486,2025-04-28,completed
1444,515,2026-02-21,shipped
1445,865,2026-03-01,pending
1446,493,2025-04-22,shipped
1447,791,2026-02-08,shipped
1448,104,2025-09-23,completed
1449,793,2025-07-26,shipped
1450,60,2025-08-23,shipped
1451,715,2025-05-23,completed
1452,3,2025-12-06,shipped
1453,535,2025-06-28,pending
1454,241,2026-01-01,completed
1455,522,2025-08-26,pending
1456,917,2025-07-02,shipped
1457,810,2026-01-19,completed
1458,450,2025-10-30,shipped
1459,647,2025-10-03,pending
1460,774,2025-10-18,shipped
1461,25,2025-06-24,completed
1462,552,2025-12-04,pending
1463,19,2025-12-20,shipped
1464,437,2025-11-06,shipped
1465,173,2025-12-10,pending
1466,309,2026-02-14,pending
1467,15,2025-06-08,pending
1468,142,2025-09-24,shipped
1469,928,2025-07-31,completed
1470,607,2026-01-11,pending
1471,795,2025-10-04,shipped
1472,213,2025-09-30,shipped
1473,306,2025-07-12,shipped
1474,126,2025-12-01,pending
1475,142,2025-10-31,pending
1476,716,2025-08-21,completed
1477,601,2025-03-30,shipped
1478,454,2025-03-28,completed
1479,163,2025-09-20,shipped
1480,512,2025-04-02,pending
1481,29,2025-06-19,shipped
1482,327,2026-01-30,shipped
1483,282,2025-03-13,completed
1484,829,2025-08-31,completed
1485,492,2025-07-27,pending
1486,64,2025-06-19,pending
1487,868,2025-09-20,pending
1488,532,2025-09-04,pending
1489,851,2025-06-30,completed
1490,478,2025-08-23,pending
1491,140,2025-09-03,completed
1492,607,2025-06-09,completed
1493,736,2025-04-22,completed
1494,687,2026-02-20,shipped
1495,713,2025-12-21,completed
1496,101,2026-02-02,shipped
1497,898,2025-07-21,shipped
1498,145,2025-08-22,completed
1499,494,2025-07-14,pending
1500,814,2026-03-08,shipped
1501,966,2025-05-04,completed
1502,676,2026-03-05,shipped
1503,722,2025-05-17,shipped
1504,94,2025-11-15,shipped
1505,751,2025-12-12,completed
1506,872,2025-07-15,pending
1507,189,2025-04-04,completed
1508,654,2025-08-05,shipped
1509,540,2025-11-11,shipped
1510,685,2025-08-22,shipped
1511,741,2025-08-23,pending
1512,119,2025-08-20,pending
1513,268,2025-04-09,pending
1514,824,2025-08-06,shipped
1515,732,2026-01-19,pending
1516,795,2025-12-09,shipped
1517,996,2025-05-13,completed
1518,580,2026-03-02,pending
1519,92,2025-06-02,pending
1520,965,2025-07-25,shipped
1521,570,2025-03-17,completed
1522,236,2025-07-26,shipped
1523,978,2026-02-11,shipped
1524,924,2025-08-17,shipped
1525,403,2025-04-22,completed
1526,7,2025-09-16,completed
1527,588,2025-11-02,pending
1528,659,2025-08-25,completed
1529,832,2025-05-03,shipped
1530,638,2025-07-06,pending
1531,807,2025-03-24,shipped
1532,806,2025-04-30,completed
1533,856,2025-03-28,shipped
1534,318,2025-09-22,completed
1535,630,2025-07-02,pending
1536,266,2025-06-12,shipped
1537,867,2025-08-07,pending
1538,456,2026-01-15,pending
1539,725,2026-03-04,completed
1540,1,2026-01-28,pending
1541,674,2025-10-15,completed
1542,884,2026-02-27,shipped
1543,642,2025-07-11,pending
1544,740,2025-09-29,shipped
1545,48,2025-04-10,completed
1546,727,2025-08-06,shipped
1547,477,2025-09-01,shipped
1548,683,2026-01-30,completed
1549,915,2025-11-10,completed
1550,270,2026-02-09,pending
1551,487,2025-08-02,pending
1552,168,2025-09-04,pending
1553,237,2026-02-23,pending
1554,529,2025-08-19,completed
1555,484,2025-11-19,shipped
1556,167,2026-02-25,pending
1557,366,2025-06-01,pending
1558,1,2026-02-18,completed
1559,425,2025-04-21,shipped
1560,182,2025-10-23,shipped
1561,682,2025-04-20,shipped
1562,693,2025-06-09,shipped
1563,120,2025-10-07,completed
1564,910,2026-01-30,shipped
1565,425,2025-12-19,pending
1566,79,2025-11-30,shipped
1567,872,2025-06-30,pending
1568,84,2025-10-09,pending
1569,689,2025-11-05,shipped
1570,372,2026-02-25,completed
1571,609,2025-05-01,shipped
1572,241,2026-01-30,shipped
1573,976,2025-08-18,pending
1574,948,2025-09-09,pending
1575,551,2025-04-18,pending
1576,150,2025-05-23,completed
1577,521,2025-08-19,completed
1578,687,2025-12-11,completed
1579,781,2025-03-11,pending
1580,260,2025-10-13,shipped
1581,42,2025-10-08,pending
1582,330,2025-09-21,pending
1583,773,2026-01-25,shipped
1584,726,2025-06-20,shipped
1585,400,2025-11-28,completed
1586,808,2026-03-11,shipped
1587,505,2025-12-09,shipped
1588,828,2025-04-25,shipped
1589,394,2025-05-19,pending
1590,952,2025-06-22,shipped
1591,330,2025-08-18,pending
1592,994,2026-02-21,shipped
1593,796,2025-09-27,pending
1594,154,2025-04-13,shipped
1595,420,2025-03-19,pending
1596,256,2025-03-12,completed
1597,663,2025-08-21,shipped
1598,970,2025-08-18,completed
1599,430,2025-08-15,shipped
1600,683,2026-03-07,shipped
1601,18,2026-02-25,completed
1602,681,2025-07-23,shipped
1603,438,2025-06-26,completed
1604,773,2025-09-28,completed
1605,429,2025-07-31,pending
1606,33,2025-07-08,completed
1607,905,2025-04-05,completed
1608,70,2025-05-07,shipped
1609,101,2026-01-24,pending
1610,962,2025-12-16,shipped
1611,385,2026-02-06,completed
1612,596,2026-02-15,completed
1613,377,2025-08-27,shipped
1614,453,2025-08-25,pending
1615,647,2025-05-10,shipped
1616,838,2025-12-18,completed
1617,810,2026-02-15,shipped
1618,330,2026-02-27,pending
1619,317,2026-02-19,completed
1620,552,2025-09-14,shipped
1621,916,2025-07-01,shipped
1622,688,2025-06-17,pending
1623,159,2026-03-01,pending
1624,905,2026-01-18,shipped
1625,754,2025-04-06,shipped
1626,473,2025-03-12,pending
1627,772,2025-08-09,completed
1628,777,2025-10-26,completed
1629,369,2025-12-14,shipped
1630,984,2025-12-06,pending
1631,388,2026-01-17,shipped
1632,986,2025-07-21,completed
1633,139,2026-02-16,completed
1634,803,2026-03-03,shipped
1635,452,2025-06-24,pending
1636,569,2025-10-25,shipped
1637,436,2026-02-04,completed
1638,76,2025-07-03,shipped
1639,922,2025-04-06,pending
1640,241,2025-08-10,pending
1641,12,2025-12-27,completed
1642,639,2025-04-12,completed
1643,671,2025-07-18,shipped
1644,934,2026-01-23,completed
1645,685,2025-10-29,completed
1646,133,2025-06-27,pending
1647,891,2026-02-07,pending
1648,103,2025-09-24,completed
1649,84,2025-04-22,completed
1650,832,2025-07-28,shipped
1651,499,2025-09-30,completed
1652,189,2025-12-31,pending
1653,75,2025-04-13,shipped
1654,59,2025-08-31,shipped
1655,823,2025-10-22,pending
1656,782,2025-08-11,shipped
1657,576,2025-06-03,completed
1658,66,2025-08-26,pending
1659,378,2025-05-28,pending
1660,120,2026-03-09,completed
1661,917,2025-04-29,pending
1662,629,2025-05-28,shipped
1663,580,2025-07-31,shipped
1664,539,2025-10-29,shipped
1665,967,2025-12-05,shipped
1666,475,2025-11-24,completed
1667,43,2026-03-07,pending
1668,929,2025-10-25,shipped
1669,126,2025-11-25,shipped
1670,346,2025-11-26,shipped
1671,282,2025-09-29,completed
1672,654,2025-04-03,shipped
1673,886,2025-05-20,pending
1674,348,2025-10-31,pending
1675,892,2026-02-27,shipped
1676,279,2025-07-27,pending
1677,620,2026-01-16,pending
1678,464,2026-01-16,pending
1679,641,2025-04-26,pending
1680,537,2026-02-17,completed
1681,744,2025-12-26,completed
1682,574,2025-10-28,completed
1683,801,2025-10-15,pending
1684,729,2025-11-23,pending
1685,1000,2025-03-29,shipped
1686,430,2025-10-01,pending
1687,659,2025-08-03,pending
1688,543,2025-11-02,pending
1689,573,2025-07-02,pending
1690,967,2025-04-24,pending
1691,311,2026-01-24,shipped
1692,359,2025-09-07,completed
1693,276,2025-07-02,completed
1694,136,2025-05-15,shipped
1695,610,2025-09-19,pending
1696,739,2025-08-05,completed
1697,707,2025-11-20,completed
1698,239,2025-07-26,pending
1699,236,2026-01-01,shipped
1700,352,2025-09-14,pending
1701,551,2025-11-11,pending
1702,746,2025-09-10,shipped
1703,127,2026-03-10,pending
1704,270,2025-06-15,shipped
1705,970,2025-08-12,shipped
1706,195,2025-06-17,shipped
1707,503,2025-05-13,shipped
1708,834,2025-08-20,shipped
1709,752,2025-11-16,pending
1710,176,2026-01-24,shipped
1711,630,2025-04-15,completed
1712,602,2026-03-11,completed
1713,264,2026-03-02,shipped
1714,163,2026-02-04,pending
1715,945,2025-11-21,pending
1716,754,2025-09-20,shipped
1717,502,2025-06-20,pending
1718,832,2025-08-13,completed
1719,966,2025-09-05,completed
1720,291,2025-04-30,completed
1721,316,2025-06-15,pending
1722,102,2025-09-26,pending
1723,989,2026-01-31,pending
1724,360,2026-02-02,shipped
1725,975,2025-05-05,pending
1726,262,2026-03-06,shipped
1727,837,2025-12-15,pending
1728,265,2025-05-23,completed
1729,429,2026-02-08,shipped
1730,534,2025-10-19,completed
1731,536,2026-01-20,shipped
1732,727,2026-02-15,completed
1733,114,2025-12-16,completed
1734,527,2025-10-18,pending
1735,434,2025-05-19,completed
1736,861,2026-03-01,pending
1737,714,2025-10-30,shipped
1738,794,2026-01-16,shipped
1739,907,2025-11-29,shipped
1740,787,2025-10-10,completed
1741,596,2025-12-09,shipped
1742,43,2025-05-13,shipped
1743,79,2025-05-15,pending
1744,910,2025-09-12,shipped
1745,341,2025-09-18,shipped
1746,280,2025-09-05,pending
1747,969,2026-01-10,pending
1748,926,2025-03-28,shipped
1749,828,2025-05-02,pending
1750,689,2025-08-26,completed
1751,642,2026-02-02,completed
1752,924,2026-02-21,shipped
1753,432,2025-11-26,shipped
1754,8,2026-02-03,completed
1755,416,2025-06-12,pending
1756,945,2026-01-20,shipped
1757,419,2025-07-06,shipped
1758,525,2026-02-07,shipped
1759,132,2025-03-23,completed
1760,362,2025-07-09,completed
1761,228,2025-06-18,completed
1762,370,2025-04-23,shipped
1763,43,2025-05-02,completed
1764,932,2025-10-07,shipped
1765,399,2025-09-29,completed
1766,529,2025-07-20,completed
1767,180,2025-10-08,pending
1768,638,2025-09-22,completed
1769,617,2025-03-13,pending
1770,185,2025-07-14,pending
1771,133,2025-04-20,completed
1772,28,2026-02-23,completed
1773,803,2025-12-01,shipped
1774,895,2025-03-13,shipped
1775,376,2025-11-12,shipped
1776,481,2025-12-27,pending
1777,56,2025-07-15,pending
1778,846,2025-10-07,pending
1779,990,2025-12-26,completed
1780,680,2025-09-20,pending
1781,273,2025-11-14,shipped
1782,71,2025-09-15,shipped
1783,856,2025-12-11,shipped
1784,871,2025-07-27,completed
1785,58,2025-10-21,shipped
1786,184,2025-05-06,pending
1787,813,2025-05-30,shipped
1788,958,2025-09-22,pending
1789,855,2025-12-04,completed
1790,221,2026-03-08,pending
1791,101,2026-01-09,pending
1792,499,2025-06-05,completed
1793,308,2025-05-17,pending
1794,775,2025-07-03,pending
1795,330,2025-03-24,shipped
1796,818,2025-04-28,completed
1797,388,2026-01-04,completed
1798,683,2026-02-18,completed
1799,403,2025-12-25,completed
1800,71,2025-09-11,completed
1801,869,2025-04-27,shipped
1802,413,2025-05-10,completed
1803,238,2025-08-29,pending
1804,907,2025-10-08,shipped
1805,156,2025-11-15,pending
1806,550,2025-07-13,completed
1807,838,2025-05-31,shipped
1808,899,2025-11-02,completed
1809,753,2025-07-08,shipped
1810,844,2025-12-13,completed
1811,140,2025-06-10,pending
1812,538,2025-08-19,pending
1813,674,2025-10-16,pending
1814,724,2025-04-22,shipped
1815,63,2025-04-23,shipped
1816,907,2025-06-20,completed
1817,139,2025-11-25,pending
1818,673,2026-01-25,completed
1819,927,2025-07-16,shipped
1820,477,2025-03-17,completed
1821,630,2025-08-02,pending
1822,653,2025-06-05,completed
1823,15,2025-10-13,shipped
1824,190,2025-11-11,completed
1825,56,2026-03-03,shipped
1826,189,2025-06-16,completed
1827,816,2025-08-24,completed
1828,599,2025-04-08,pending
1829,895,2025-12-28,completed
1830,642,2025-08-28,pending
1831,344,2025-07-25,completed
1832,105,2026-02-07,pending
1833,634,2025-09-28,shipped
1834,290,2025-08-05,pending
1835,166,2025-06-25,shipped
1836,320,2025-04-16,shipped
1837,337,2025-11-09,completed
1838,382,2026-02-23,pending
1839,764,2025-12-23,shipped
1840,64,2025-08-09,completed
1841,281,2025-05-05,completed
1842,27,2025-07-07,shipped
1843,648,2025-05-27,completed
1844,947,2025-03-15,completed
1845,732,2026-01-22,pending
1846,574,2026-01-05,pending
1847,64,2025-08-15,pending
1848,535,2025-04-14,pending
1849,636,2025-06-17,shipped
1850,682,2026-01-16,pending
1851,51,2025-03-18,shipped
1852,72,2025-08-29,pending
1853,533,2025-09-12,shipped
1854,10,2026-01-29,completed
1855,33,2025-04-26,completed
1856,237,2025-06-23,completed
1857,426,2026-02-10,shipped
1858,335,2025-03-15,pending
1859,923,2025-09-20,completed
1860,60,2025-09-09,shipped
1861,258,2025-11-13,pending
1862,743,2026-01-18,shipped
1863,470,2025-06-06,shipped
1864,861,2025-04-09,shipped
1865,641,2025-03-29,completed
1866,754,2025-09-27,shipped
1867,618,2025-11-24,shipped
1868,418,2025-09-27,shipped
1869,233,2025-11-20,completed
1870,766,2025-11-16,completed
1871,529,2025-03-23,shipped
1872,177,2026-02-08,shipped
1873,73,2026-02-12,shipped
1874,627,2025-11-04,pending
1875,770,2025-07-02,completed
1876,494,2025-05-10,shipped
1877,249,2025-04-29,pending
1878,125,2025-03-11,shipped
1879,822,2025-09-20,pending
1880,3,2025-05-09,pending
1881,608,2025-11-02,pending
1882,338,2025-10-24,completed
1883,23,2026-03-10,shipped
1884,233,2025-11-18,completed
1885,730,2025-10-25,completed
1886,354,2025-08-30,completed
